step,loss,grad_norm,learning_rate,rewards/answer_accuracy_reward,rewards/answer_format_reward,reward,reward_std,completion_length,kl,epoch,train_runtime,train_samples_per_second,train_steps_per_second,train_loss
214,0.0004,0.5253522396087646,1e-06,0.1875,0.875,1.0625,0.23935678601264954,74.6875,0.010986328125,0.5,,,,
215,0.0006,0.3958417475223541,1e-06,0.375,0.5,0.875,0.5984617173671722,96.8125,0.016071319580078125,0.5,,,,
216,0.0014,0.6492018699645996,1e-06,0.375,0.875,1.25,0.5086943507194519,47.0,0.035308837890625,0.5,,,,
217,0.0018,0.3620467483997345,1e-06,0.375,0.8125,1.1875,0.672369509935379,44.625,0.0438385009765625,0.51,,,,
218,0.0024,2.896660327911377,1e-06,0.25,0.875,1.125,0.36435678601264954,11.5625,0.059783935546875,0.51,,,,
219,0.0009,0.5847076773643494,1e-06,0.25,0.75,1.0,0.39433756470680237,84.5,0.02325439453125,0.51,,,,
220,0.0276,2.911346673965454,1e-06,0.25,0.625,0.875,0.5,21.875,0.68682861328125,0.51,,,,
221,0.0005,0.6422313451766968,1e-06,0.6875,0.875,1.5625,0.26933756470680237,53.125,0.01336669921875,0.52,,,,
222,0.0006,0.26790857315063477,1e-06,0.6875,1.0,1.6875,0.125,22.5,0.01380157470703125,0.52,,,,
223,0.0001,0.5446497797966003,1e-06,0.25,0.9375,1.1875,0.3836943507194519,91.625,0.00244903564453125,0.52,,,,
224,0.0003,0.6864078640937805,1e-06,0.0,0.6875,0.6875,0.41367512941360474,137.1875,0.00665283203125,0.52,,,,
225,0.0002,0.37019044160842896,1e-06,0.5,0.8125,1.3125,0.3836943507194519,43.4375,0.005184173583984375,0.53,,,,
226,0.0006,0.4557638168334961,1e-06,0.0625,0.9375,1.0,0.20412415266036987,17.8125,0.014739990234375,0.53,,,,
227,0.0002,0.5575361847877502,1e-06,0.4375,1.0,1.4375,0.375,22.0,0.005645751953125,0.53,,,,
228,0.014,0.560089111328125,1e-06,0.375,0.875,1.25,0.7128185033798218,36.125,0.35101318359375,0.53,,,,
229,0.0005,0.7881258130073547,1e-06,0.1875,0.75,0.9375,0.6934809386730194,157.9375,0.01300048828125,0.54,,,,
230,0.0123,1.153784155845642,1e-06,0.4375,0.8125,1.25,0.7287135720252991,92.1875,0.307281494140625,0.54,,,,
231,0.0006,0.3438863158226013,1e-06,0.4375,0.875,1.3125,0.375,44.625,0.013788223266601562,0.54,,,,
232,0.0006,0.6879067420959473,1e-06,0.0,0.75,0.75,0.39433756470680237,94.6875,0.015228271484375,0.54,,,,
233,0.0003,0.35677433013916016,1e-06,0.25,0.9375,1.1875,0.125,20.875,0.006683349609375,0.54,,,,
234,0.0007,0.9363919496536255,1e-06,0.1875,0.75,0.9375,0.5332483053207397,81.25,0.01671600341796875,0.55,,,,
235,0.0056,1.0037521123886108,1e-06,0.0625,0.625,0.6875,0.375,15.25,0.14104461669921875,0.55,,,,
236,0.0048,0.8486483693122864,1e-06,0.0625,0.5625,0.625,0.25,34.5,0.12126541137695312,0.55,,,,
237,0.0012,0.2946253716945648,1e-06,0.125,1.0,1.125,0.25,17.0,0.029022216796875,0.55,,,,
238,0.0003,0.575265109539032,1e-06,0.1875,0.875,1.0625,0.48935678601264954,24.125,0.0064849853515625,0.56,,,,
239,0.0003,0.40989935398101807,1e-06,0.125,0.8125,0.9375,0.5791241526603699,110.6875,0.008331298828125,0.56,,,,
240,0.0003,0.49580317735671997,1e-06,0.25,0.75,1.0,0.39433756470680237,51.1875,0.0075836181640625,0.56,,,,
241,0.0001,0.3378331959247589,1e-06,0.0625,0.875,0.9375,0.26933756470680237,104.125,0.002475738525390625,0.56,,,,
242,0.0002,0.3901529014110565,1e-06,0.25,0.9375,1.1875,0.5193375647068024,53.0,0.0047702789306640625,0.57,,,,
243,0.0007,0.6470946669578552,1e-06,0.125,0.75,0.875,0.5,75.1875,0.0187225341796875,0.57,,,,
244,0.0084,0.5332012176513672,1e-06,0.1875,0.75,0.9375,0.5791241526603699,44.25,0.2099609375,0.57,,,,
245,0.0004,0.2864634692668915,1e-06,0.0625,0.875,0.9375,0.375,112.0625,0.009765625,0.57,,,,
246,0.0001,0.26155799627304077,1e-06,0.4375,1.0,1.4375,0.125,11.0,0.0029006004333496094,0.57,,,,
247,0.0073,0.42688846588134766,1e-06,0.3125,0.875,1.1875,0.3291241526603699,23.625,0.181060791015625,0.58,,,,
248,0.0002,0.19095005095005035,1e-06,0.375,0.5625,0.9375,0.26933756470680237,144.0625,0.0058746337890625,0.58,,,,
249,0.0045,0.7878308892250061,1e-06,0.1875,0.875,1.0625,0.47346171736717224,77.0625,0.11077880859375,0.58,,,,
250,0.0006,1.0444494485855103,1e-06,0.3125,0.75,1.0625,0.6336943507194519,56.625,0.015838623046875,0.58,,,,
251,0.0003,0.7348613739013672,1e-06,0.5,0.9375,1.4375,0.5580126941204071,25.75,0.0077362060546875,0.59,,,,
252,0.0041,0.4192918837070465,1e-06,0.375,0.9375,1.3125,0.26933756470680237,14.5625,0.10296630859375,0.59,,,,
253,0.0027,0.30537378787994385,1e-06,0.0625,0.9375,1.0,0.25,24.4375,0.0670623779296875,0.59,,,,
254,0.0005,0.4459802508354187,1e-06,0.25,0.9375,1.1875,0.47346171736717224,36.3125,0.013031005859375,0.59,,,,
255,0.0033,0.5714877247810364,1e-06,0.125,0.9375,1.0625,0.23935678601264954,30.4375,0.082275390625,0.6,,,,
256,0.0021,0.5712405443191528,1e-06,0.25,0.75,1.0,0.5386751294136047,51.3125,0.051513671875,0.6,,,,
257,0.0042,1.3102612495422363,1e-06,0.5,0.5625,1.0625,0.5193375647068024,23.25,0.10394287109375,0.6,,,,
258,0.0068,0.3124939501285553,1e-06,0.375,0.75,1.125,0.5,54.75,0.16977310180664062,0.6,,,,
259,0.0014,0.1447594165802002,1e-06,0.0625,1.0,1.0625,0.125,24.9375,0.035400390625,0.61,,,,
260,0.0044,0.5396186113357544,1e-06,0.1875,0.875,1.0625,0.5193375647068024,52.375,0.10894775390625,0.61,,,,
261,0.0024,0.9833278059959412,1e-06,0.1875,0.5,0.6875,0.47346171736717224,26.0,0.06072998046875,0.61,,,,
262,0.0005,0.5005071759223938,1e-06,0.4375,1.0,1.4375,0.41367512941360474,33.375,0.01177978515625,0.61,,,,
263,0.0012,0.2787806987762451,1e-06,0.375,1.0,1.375,0.25,25.0,0.0303955078125,0.61,,,,
264,0.0009,0.24195948243141174,1e-06,0.0625,0.9375,1.0,0.25,43.875,0.022247314453125,0.62,,,,
265,0.0015,1.107020378112793,1e-06,0.3125,0.75,1.0625,0.5193375647068024,20.75,0.03814697265625,0.62,,,,
266,0.0007,0.08579403907060623,1e-06,0.4375,1.0,1.4375,0.125,40.875,0.0187225341796875,0.62,,,,
267,0.0014,0.423440545797348,1e-06,0.375,1.0,1.375,0.5,19.75,0.0347900390625,0.62,,,,
268,0.0005,0.32956168055534363,1e-06,0.6875,0.8125,1.5,0.75,104.9375,0.011993408203125,0.63,,,,
269,0.0006,0.38312584161758423,1e-06,0.125,0.6875,0.8125,0.125,66.5,0.015899658203125,0.63,,,,
270,0.0005,0.5331019163131714,1e-06,0.1875,0.9375,1.125,0.39433756470680237,45.5625,0.0126953125,0.63,,,,
271,0.0041,0.9059691429138184,1e-06,0.1875,0.5,0.6875,0.6336943507194519,104.9375,0.1025390625,0.63,,,,
272,0.0015,0.45781442523002625,1e-06,0.5,1.0,1.5,0.39433756470680237,11.75,0.03848552703857422,0.64,,,,
273,0.0003,0.2697570323944092,1e-06,0.1875,1.0,1.1875,0.125,23.1875,0.006557464599609375,0.64,,,,
274,0.0006,0.33196577429771423,1e-06,0.125,0.875,1.0,0.39433756470680237,74.4375,0.0144195556640625,0.64,,,,
275,0.0016,0.3875625431537628,1e-06,0.4375,1.0,1.4375,0.375,14.0,0.040283203125,0.64,,,,
276,0.0002,0.2321551889181137,1e-06,0.125,1.0,1.125,0.14433756470680237,13.0625,0.004669189453125,0.64,,,,
277,0.0027,0.910770833492279,1e-06,0.375,0.8125,1.1875,0.125,25.0,0.06784820556640625,0.65,,,,
278,0.0133,1.1673847436904907,1e-06,0.0625,0.875,0.9375,0.375,16.4375,0.3316650390625,0.65,,,,
279,0.004,0.33251768350601196,1e-06,0.0625,0.9375,1.0,0.25,34.25,0.09942626953125,0.65,,,,
280,0.0004,0.5001031756401062,1e-06,0.1875,0.8125,1.0,0.39433756470680237,52.1875,0.01019287109375,0.65,,,,
281,0.0005,0.3506639003753662,1e-06,0.0625,0.875,0.9375,0.3291241526603699,45.0,0.01357269287109375,0.66,,,,
282,0.0001,0.26344573497772217,1e-06,0.1875,0.875,1.0625,0.26933756470680237,17.9375,0.00357818603515625,0.66,,,,
283,0.0012,0.15848146378993988,1e-06,0.0625,0.9375,1.0,0.20412415266036987,43.1875,0.0311279296875,0.66,,,,
284,0.0282,4.336371421813965,1e-06,0.1875,0.8125,1.0,0.5386751294136047,50.3125,0.7072372436523438,0.66,,,,
285,0.0004,0.6201260685920715,1e-06,0.25,0.875,1.125,0.39433756470680237,122.625,0.00958251953125,0.67,,,,
286,0.0003,0.3018968999385834,1e-06,0.1875,1.0,1.1875,0.26933756470680237,23.9375,0.0083770751953125,0.67,,,,
287,0.0005,0.6358248591423035,1e-06,0.0625,0.875,0.9375,0.26933756470680237,62.8125,0.013336181640625,0.67,,,,
288,0.0041,1.121259093284607,1e-06,0.4375,0.75,1.1875,0.6177992820739746,16.5625,0.102569580078125,0.67,,,,
289,0.0015,0.7830553650856018,1e-06,0.25,0.8125,1.0625,0.5580126941204071,84.125,0.037799835205078125,0.68,,,,
290,0.0003,0.40887635946273804,1e-06,0.625,1.0,1.625,0.14433756470680237,39.125,0.0083770751953125,0.68,,,,
291,0.0002,0.19110819697380066,1e-06,0.0625,0.875,0.9375,0.3291241526603699,82.125,0.0059814453125,0.68,,,,
292,0.0004,0.20041021704673767,1e-06,0.0625,0.9375,1.0,0.20412415266036987,45.0,0.010101318359375,0.68,,,,
293,0.0012,0.5881320238113403,1e-06,0.1875,0.625,0.8125,0.6336943507194519,152.0,0.028961181640625,0.68,,,,
294,0.0006,0.6313762664794922,1e-06,0.25,0.8125,1.0625,0.375,66.625,0.01544189453125,0.69,,,,
295,0.0004,0.45290514826774597,1e-06,0.625,1.0,1.625,0.39433756470680237,17.25,0.0090484619140625,0.69,,,,
296,0.0073,0.24928471446037292,1e-06,0.1875,0.875,1.0625,0.4434809386730194,52.625,0.1834716796875,0.69,,,,
297,0.0012,0.3014301061630249,1e-06,0.75,0.9375,1.6875,0.3291241526603699,20.125,0.0289306640625,0.69,,,,
298,0.0004,0.2818453311920166,1e-06,0.25,1.0,1.25,0.28867512941360474,37.9375,0.010303497314453125,0.7,,,,
299,0.0174,2.1748383045196533,1e-06,0.375,0.9375,1.3125,0.23935678601264954,22.4375,0.43719482421875,0.7,,,,
300,0.0002,0.3862727880477905,1e-06,0.1875,0.6875,0.875,0.34846171736717224,27.75,0.005859375,0.7,,,,
301,0.0044,2.179669141769409,1e-06,0.375,0.625,1.0,0.8184809386730194,95.875,0.11102294921875,0.7,,,,
302,0.0004,0.73497474193573,1e-06,0.375,0.875,1.25,0.5086943507194519,27.75,0.0093231201171875,0.71,,,,
303,0.0002,0.40025728940963745,1e-06,0.4375,0.875,1.3125,0.26933756470680237,67.875,0.0052337646484375,0.71,,,,
304,0.0015,0.18563078343868256,1e-06,0.0,0.9375,0.9375,0.125,43.625,0.03741455078125,0.71,,,,
305,0.0001,0.39451107382774353,1e-06,0.625,0.8125,1.4375,0.5193375647068024,50.6875,0.002567291259765625,0.71,,,,
306,0.0009,0.29059410095214844,1e-06,0.5625,0.6875,1.25,0.36435678601264954,27.75,0.023651123046875,0.71,,,,
307,0.0003,0.10415894538164139,1e-06,0.0,0.9375,0.9375,0.125,44.3125,0.0062713623046875,0.72,,,,
308,0.0005,0.2505479156970978,1e-06,0.3125,0.9375,1.25,0.36435678601264954,60.125,0.011993408203125,0.72,,,,
309,0.0008,0.6385653614997864,1e-06,0.0625,1.0,1.0625,0.125,18.4375,0.02117919921875,0.72,,,,
310,0.0026,0.687781035900116,1e-06,0.3125,0.875,1.1875,0.26933756470680237,14.1875,0.0642547607421875,0.72,,,,
311,0.0026,0.6161803603172302,1e-06,0.125,0.6875,0.8125,0.26933756470680237,16.6875,0.06591796875,0.73,,,,
312,0.0009,0.349474161863327,1e-06,0.375,0.9375,1.3125,0.375,42.9375,0.021453857421875,0.73,,,,
313,0.0005,0.8220625519752502,1e-06,0.4375,0.875,1.3125,0.5791241526603699,26.875,0.01361083984375,0.73,,,,
314,0.0112,0.800583004951477,1e-06,0.3125,0.875,1.1875,0.5791241526603699,15.75,0.27893829345703125,0.73,,,,
315,0.0102,0.6080948710441589,1e-06,0.25,0.75,1.0,0.7128185033798218,76.25,0.25506591796875,0.74,,,,
316,0.001,0.7164114117622375,1e-06,0.5,0.5,1.0,0.39433756470680237,49.6875,0.026123046875,0.74,,,,
317,0.0008,0.0793699324131012,1e-06,0.25,0.9375,1.1875,0.125,57.0625,0.01997089385986328,0.74,,,,
318,0.0002,0.022970115765929222,1e-06,0.0,1.0,1.0,0.0,18.8125,0.0053253173828125,0.74,,,,
319,0.0007,0.01000896655023098,1e-06,0.0,1.0,1.0,0.0,13.9375,0.018646240234375,0.75,,,,
320,0.0004,0.310770720243454,1e-06,0.3125,0.8125,1.125,0.39433756470680237,108.8125,0.010009765625,0.75,,,,
321,0.0499,5.507565498352051,1e-06,0.1875,0.6875,0.875,0.5684809386730194,20.8125,1.2470703125,0.75,,,,
322,0.0022,0.5638693571090698,1e-06,0.3125,0.9375,1.25,0.28867512941360474,19.625,0.054443359375,0.75,,,,
323,0.0018,0.9778710007667542,1e-06,0.5625,0.8125,1.375,0.25,43.9375,0.0438385009765625,0.75,,,,
324,0.0043,0.4206240177154541,1e-06,0.125,0.875,1.0,0.4541241526603699,39.8125,0.1071929931640625,0.76,,,,
325,0.0005,0.3320485055446625,1e-06,0.125,0.6875,0.8125,0.3291241526603699,24.25,0.011402130126953125,0.76,,,,
326,0.0003,0.3154584467411041,1e-06,0.0625,0.9375,1.0,0.25,48.8125,0.006388664245605469,0.76,,,,
327,0.0022,0.46063876152038574,1e-06,0.1875,0.75,0.9375,0.47346171736717224,58.5625,0.05523681640625,0.76,,,,
328,0.0002,0.3197134733200073,1e-06,0.1875,1.0,1.1875,0.26933756470680237,10.875,0.005889892578125,0.77,,,,
329,0.0019,0.7933065295219421,1e-06,0.0,0.8125,0.8125,0.26933756470680237,53.0625,0.047607421875,0.77,,,,
330,0.0005,0.45826607942581177,1e-06,0.625,0.875,1.5,0.40824830532073975,54.8125,0.013652801513671875,0.77,,,,
331,0.0005,0.5170559883117676,1e-06,0.125,0.8125,0.9375,0.47346171736717224,24.25,0.0116424560546875,0.77,,,,
332,0.0002,0.22191831469535828,1e-06,0.3125,1.0,1.3125,0.125,34.0625,0.005458831787109375,0.78,,,,
333,0.0002,0.327406644821167,1e-06,0.125,0.8125,0.9375,0.5193375647068024,84.25,0.0045013427734375,0.78,,,,
334,0.0004,0.8990921378135681,1e-06,0.125,1.0,1.125,0.25,20.4375,0.009185791015625,0.78,,,,
335,0.0006,0.3209305703639984,1e-06,0.125,0.9375,1.0625,0.26933756470680237,43.6875,0.015106201171875,0.78,,,,
336,0.0004,0.6757052540779114,1e-06,0.0,0.6875,0.6875,0.375,66.4375,0.0107421875,0.79,,,,
337,0.0006,0.5653433799743652,1e-06,0.625,0.875,1.5,0.39433756470680237,91.5,0.0137939453125,0.79,,,,
338,0.0029,1.128889799118042,1e-06,0.0,0.8125,0.8125,0.26933756470680237,29.875,0.073272705078125,0.79,,,,
339,0.0019,0.5184937119483948,1e-06,0.125,0.75,0.875,0.34846171736717224,75.8125,0.04766845703125,0.79,,,,
340,0.0296,4.046222686767578,1e-06,0.1875,0.5,0.6875,0.48935678601264954,40.5,0.738372802734375,0.79,,,,
341,0.0015,0.15839427709579468,1e-06,0.0,1.0,1.0,0.0,13.4375,0.0367889404296875,0.8,,,,
342,0.0314,2.40289568901062,1e-06,0.5,0.625,1.125,0.7726050913333893,51.3125,0.7861328125,0.8,,,,
343,0.0016,0.6556150913238525,1e-06,0.25,0.75,1.0,0.5086943507194519,46.5,0.0408935546875,0.8,,,,
344,0.0246,3.31783127784729,1e-06,0.5,0.6875,1.1875,0.625,18.6875,0.6148681640625,0.8,,,,
345,0.0003,0.28028252720832825,1e-06,0.125,0.875,1.0,0.4541241526603699,55.1875,0.0067577362060546875,0.81,,,,
346,0.0011,0.5825733542442322,1e-06,0.25,0.8125,1.0625,0.5791241526603699,74.625,0.02642822265625,0.81,,,,
347,0.1072,13.572017669677734,1e-06,0.0,0.9375,0.9375,0.125,23.5625,2.674102783203125,0.81,,,,
348,0.006,1.087136149406433,1e-06,0.125,0.75,0.875,0.4541241526603699,13.75,0.149169921875,0.81,,,,
349,0.0002,0.2690131366252899,1e-06,0.125,0.875,1.0,0.36435678601264954,72.625,0.00603485107421875,0.82,,,,
350,0.0005,0.4776696562767029,1e-06,0.3125,0.9375,1.25,0.6143567860126495,51.125,0.0114288330078125,0.82,,,,
351,0.0011,0.9454622268676758,1e-06,0.4375,0.75,1.1875,0.5580126941204071,25.1875,0.027099609375,0.82,,,,
352,0.0011,0.11474761366844177,1e-06,0.125,0.9375,1.0625,0.23935678601264954,42.9375,0.0264892578125,0.82,,,,
353,0.0008,0.25236865878105164,1e-06,0.1875,0.9375,1.125,0.25,36.1875,0.019500732421875,0.82,,,,
354,0.0001,0.5714590549468994,1e-06,0.375,0.9375,1.3125,0.6177992820739746,50.375,0.0023164749145507812,0.83,,,,
355,0.0015,1.2792770862579346,1e-06,0.4375,0.9375,1.375,0.25,14.9375,0.037994384765625,0.83,,,,
356,0.0006,0.6148003339767456,1e-06,0.4375,1.0,1.4375,0.5193375647068024,13.3125,0.01446533203125,0.83,,,,
357,0.0013,0.5153062343597412,1e-06,0.4375,0.9375,1.375,0.39433756470680237,61.75,0.03143310546875,0.83,,,,
358,0.0001,0.5656082034111023,1e-06,0.125,0.875,1.0,0.39433756470680237,77.375,0.0023956298828125,0.84,,,,
359,0.0025,0.30762094259262085,1e-06,0.3125,0.9375,1.25,0.5,36.5,0.06268310546875,0.84,,,,
360,0.0004,0.2555525004863739,1e-06,0.4375,0.9375,1.375,0.25,16.375,0.01119232177734375,0.84,,,,
361,0.0006,0.5126423239707947,1e-06,0.125,0.625,0.75,0.5984617173671722,148.9375,0.014495849609375,0.84,,,,
362,0.0029,0.8665733337402344,1e-06,0.125,0.8125,0.9375,0.48935678601264954,48.0625,0.0712890625,0.85,,,,
363,0.002,0.11688224971294403,1e-06,0.5625,1.0,1.5625,0.125,22.125,0.049381256103515625,0.85,,,,
364,0.0523,7.582077980041504,1e-06,0.0625,0.75,0.8125,0.375,34.875,1.3011474609375,0.85,,,,
365,0.0019,0.6847552061080933,1e-06,0.125,0.8125,0.9375,0.47346171736717224,13.75,0.046875,0.85,,,,
366,0.0008,0.39918580651283264,1e-06,0.3125,0.9375,1.25,0.5,54.875,0.018798828125,0.86,,,,
367,0.0012,0.4687730669975281,1e-06,0.1875,0.9375,1.125,0.36435678601264954,18.1875,0.03070068359375,0.86,,,,
368,0.0061,0.5988081097602844,1e-06,0.125,0.8125,0.9375,0.375,50.0625,0.15252685546875,0.86,,,,
369,0.0006,0.5191218852996826,1e-06,0.1875,0.8125,1.0,0.39433756470680237,42.125,0.0138702392578125,0.86,,,,
370,0.001,0.5031238794326782,1e-06,0.3125,0.9375,1.25,0.5,14.0,0.0242919921875,0.86,,,,
371,0.0,0.35052064061164856,1e-06,0.375,0.875,1.25,0.39433756470680237,47.0,0.00086212158203125,0.87,,,,
372,0.001,0.30308300256729126,1e-06,0.125,0.9375,1.0625,0.3291241526603699,26.25,0.025115966796875,0.87,,,,
373,0.0007,0.4029344320297241,1e-06,0.3125,0.9375,1.25,0.5086943507194519,46.875,0.01678466796875,0.87,,,,
374,0.0015,0.40144577622413635,1e-06,0.3125,0.9375,1.25,0.5086943507194519,44.375,0.03778076171875,0.87,,,,
375,0.001,0.4882930815219879,1e-06,0.25,0.75,1.0,0.5386751294136047,101.0,0.0258941650390625,0.88,,,,
376,0.0005,0.728737473487854,1e-06,0.3125,0.875,1.1875,0.5193375647068024,44.875,0.013397216796875,0.88,,,,
377,0.0014,0.21939657628536224,1e-06,0.3125,0.9375,1.25,0.0,12.5,0.03436279296875,0.88,,,,
378,0.0011,0.1546420007944107,1e-06,0.0625,0.875,0.9375,0.3291241526603699,74.3125,0.028350830078125,0.88,,,,
379,0.0018,0.47285234928131104,1e-06,0.375,1.0,1.375,0.39433756470680237,37.625,0.044921875,0.89,,,,
380,0.0028,0.7169160842895508,1e-06,0.125,0.9375,1.0625,0.26933756470680237,12.3125,0.070556640625,0.89,,,,
381,0.0026,0.42655959725379944,1e-06,0.0625,0.6875,0.75,0.36435678601264954,29.8125,0.06591796875,0.89,,,,
382,0.3419,50.435752868652344,1e-06,0.0,0.875,0.875,0.25,46.5,8.54345703125,0.89,,,,
383,0.0013,1.2472964525222778,1e-06,0.4375,0.875,1.3125,0.5193375647068024,92.0625,0.033050537109375,0.89,,,,
384,0.0017,0.7974386811256409,1e-06,0.25,0.6875,0.9375,0.5193375647068024,53.75,0.04345703125,0.9,,,,
385,0.0031,0.4023805856704712,1e-06,0.25,0.8125,1.0625,0.7373724579811096,40.4375,0.0772705078125,0.9,,,,
386,0.0006,0.09003233909606934,1e-06,0.0,0.9375,0.9375,0.125,42.3125,0.0149078369140625,0.9,,,,
387,0.0016,0.3808903098106384,1e-06,0.625,0.875,1.5,0.5984617173671722,53.25,0.04116058349609375,0.9,,,,
388,0.0209,2.027925729751587,1e-06,0.0625,0.8125,0.875,0.4541241526603699,46.0625,0.521484375,0.91,,,,
389,0.0007,0.7592064738273621,1e-06,0.75,0.875,1.625,0.6143567860126495,58.0,0.016448974609375,0.91,,,,
390,0.0034,0.35430482029914856,1e-06,0.25,0.875,1.125,0.14433756470680237,14.625,0.08502960205078125,0.91,,,,
391,0.0011,0.4172242283821106,1e-06,0.125,1.0,1.125,0.25,35.4375,0.026611328125,0.91,,,,
392,0.001,0.7934859395027161,1e-06,0.1875,0.9375,1.125,0.39433756470680237,44.8125,0.02593994140625,0.92,,,,
393,0.0001,0.26442646980285645,1e-06,0.0625,1.0,1.0625,0.125,11.0,0.0014190673828125,0.92,,,,
394,0.001,0.11943363398313522,1e-06,0.0,0.9375,0.9375,0.125,42.3125,0.026123046875,0.92,,,,
395,0.0014,0.4975201189517975,1e-06,0.1875,0.8125,1.0,0.5,58.4375,0.03575897216796875,0.92,,,,
396,0.0,0.576815664768219,1e-06,0.375,1.0,1.375,0.4330126941204071,11.0,0.0007114410400390625,0.93,,,,
397,0.0015,0.4242035150527954,1e-06,0.375,0.9375,1.3125,0.5193375647068024,42.5625,0.03729248046875,0.93,,,,
398,0.0007,0.5131373405456543,1e-06,0.3125,0.8125,1.125,0.5086943507194519,57.8125,0.01788330078125,0.93,,,,
399,0.0049,0.5045796632766724,1e-06,0.25,0.875,1.125,0.5,13.1875,0.121002197265625,0.93,,,,
400,0.0109,1.2067186832427979,1e-06,0.125,0.75,0.875,0.39433756470680237,49.25,0.271209716796875,0.93,,,,
401,0.0026,0.8538203835487366,1e-06,0.25,0.875,1.125,0.5086943507194519,20.375,0.06451988220214844,0.94,,,,
402,0.0004,0.3308308720588684,1e-06,0.25,1.0,1.25,0.25,13.625,0.011092185974121094,0.94,,,,
403,0.0021,1.0194132328033447,1e-06,0.3125,0.8125,1.125,0.36435678601264954,54.6875,0.05194091796875,0.94,,,,
404,0.0236,1.778768539428711,1e-06,0.0625,0.75,0.8125,0.47346171736717224,73.75,0.58984375,0.94,,,,
405,0.0173,2.368703842163086,1e-06,0.0,0.8125,0.8125,0.26933756470680237,46.4375,0.4312744140625,0.95,,,,
406,0.0013,0.4555560052394867,1e-06,0.3125,1.0,1.3125,0.375,12.4375,0.03179931640625,0.95,,,,
407,0.0135,2.2662880420684814,1e-06,0.125,0.8125,0.9375,0.48935678601264954,45.1875,0.3370208740234375,0.95,,,,
408,0.0012,0.8383445143699646,1e-06,0.1875,0.6875,0.875,0.39433756470680237,22.9375,0.030517578125,0.95,,,,
409,0.0004,0.42764103412628174,1e-06,0.4375,0.875,1.3125,0.3291241526603699,24.4375,0.0103302001953125,0.96,,,,
410,0.0008,0.08205663412809372,1e-06,0.75,1.0,1.75,0.0,15.5,0.0203857421875,0.96,,,,
411,0.0005,0.44220227003097534,1e-06,0.375,0.9375,1.3125,0.47346171736717224,18.1875,0.0126190185546875,0.96,,,,
412,0.0174,1.5247725248336792,1e-06,0.1875,0.9375,1.125,0.4541241526603699,14.0,0.43603515625,0.96,,,,
413,0.0007,0.4211510419845581,1e-06,0.625,0.875,1.5,0.36435678601264954,43.5625,0.0164337158203125,0.96,,,,
414,0.0257,2.6162490844726562,1e-06,0.4375,0.875,1.3125,0.375,12.875,0.64306640625,0.97,,,,
415,0.0011,0.37788546085357666,1e-06,0.375,0.9375,1.3125,0.3291241526603699,11.75,0.02874755859375,0.97,,,,
416,0.0006,0.25358542799949646,1e-06,0.3125,1.0,1.3125,0.125,36.8125,0.013858795166015625,0.97,,,,
417,0.0005,0.46194449067115784,1e-06,0.375,1.0,1.375,0.39433756470680237,19.6875,0.01165008544921875,0.97,,,,
418,0.0005,0.45024406909942627,1e-06,0.0625,0.8125,0.875,0.39433756470680237,87.875,0.0124359130859375,0.98,,,,
419,0.0001,0.22394154965877533,1e-06,0.0625,0.875,0.9375,0.26933756470680237,98.8125,0.00165557861328125,0.98,,,,
420,0.0008,0.28139233589172363,1e-06,0.125,0.875,1.0,0.25,55.625,0.01995849609375,0.98,,,,
421,0.0003,0.3629748523235321,1e-06,0.3125,0.8125,1.125,0.25,107.25,0.00640869140625,0.98,,,,
422,0.0033,1.7908951044082642,1e-06,0.125,0.625,0.75,0.5386751294136047,47.8125,0.0810546875,0.99,,,,
423,0.0007,0.6344332098960876,1e-06,0.3125,1.0,1.3125,0.26933756470680237,25.1875,0.016345977783203125,0.99,,,,
424,0.0017,0.16852408647537231,1e-06,0.3125,0.9375,1.25,0.20412415266036987,48.625,0.04217529296875,0.99,,,,
425,0.0022,0.5838879942893982,1e-06,0.3125,0.9375,1.25,0.4541241526603699,49.8125,0.054931640625,0.99,,,,
426,0.0106,1.547270655632019,1e-06,0.0625,0.5625,0.625,0.36435678601264954,20.25,0.26674652099609375,1.0,,,,
427,0.0007,0.003495205892249942,1e-06,0.25,1.0,1.25,0.0,11.0,0.016357421875,1.0,,,,
428,0.0016,0.5391464233398438,1e-06,0.0625,0.9375,1.0,0.25,11.0,0.0029296875,1.0,,,,
429,0.0057,1.234222412109375,1e-06,0.375,0.8125,1.1875,0.5193375647068024,78.0,0.143310546875,1.0,,,,
430,0.0042,0.8708152770996094,1e-06,0.0625,0.8125,0.875,0.39433756470680237,53.9375,0.1044921875,1.0,,,,
431,0.0011,0.4959941804409027,1e-06,0.125,0.9375,1.0625,0.26933756470680237,17.5625,0.02691650390625,1.01,,,,
432,0.001,1.1612542867660522,1e-06,0.25,0.8125,1.0625,0.48935678601264954,23.75,0.02508544921875,1.01,,,,
433,0.0012,0.3800387978553772,1e-06,0.4375,1.0,1.4375,0.375,29.875,0.0289306640625,1.01,,,,
434,0.0056,0.5113137364387512,1e-06,0.0625,0.875,0.9375,0.26933756470680237,50.9375,0.1412353515625,1.01,,,,
435,0.0018,0.5259348154067993,1e-06,0.3125,0.9375,1.25,0.5,14.5625,0.045562744140625,1.02,,,,
436,0.0004,0.1588526964187622,1e-06,0.3125,1.0,1.3125,0.125,33.5625,0.0111541748046875,1.02,,,,
